id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,minted_market_cap,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
328,Monero,XMR,monero,348,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', 'layer-1', '2017-2018-alt-season', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",,18446744.07370955,18446744.07370955,True,9163048512.67,,13,,,,2026-01-11T10:54:00.000Z,496.7298552015377,115181085.52390759,21.1077,1.67447034,8.76510882,14.57047568,21.35134212,28.3937764,58.15207845,9163048512.673569,0.2959,9163048512.67,,2026-01-11T10:54:00.000Z,,,,,,2026-01-11 18:56:46.451880
3957,UNUS SED LEO,LEO,unus-sed-leo,65,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,921693173.9,985239504.0,False,8928650398.61,,14,,,,2026-01-11T10:54:00.000Z,9.06241615602775,603046.72219635,-5.4035,0.04820123,0.32052072,1.23701136,-4.25671341,-1.81193008,-6.17587999,8352767110.051854,0.2697,8928650398.61,,2026-01-11T10:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2026-01-11 18:56:46.451880
32196,Hyperliquid,HYPE,hyperliquid,223,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",961671487.86,339347639.0,961671487.86,False,23499430793.63,,15,333931719.0,8159964623.575912,,2026-01-11T10:54:00.000Z,24.436027365150995,88463329.7068314,-49.5356,0.21142257,-0.73242902,-3.32157548,-17.25738003,-39.43422051,-40.72705761,8292308192.903381,0.2678,23499430793.63,,2026-01-11T10:54:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2026-01-11 18:56:46.451880
1,Bitcoin,BTC,bitcoin,12513,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19974468.0,19974468.0,False,1809917511021.78,,1,,,,2026-01-11T10:54:00.000Z,90611.55025614622,12001975741.063189,-61.3901,-0.01809095,-0.08738858,-1.02537662,-2.10138234,-13.6170447,-21.18321937,1809917511021.7844,58.4422,1902842555379.07,,2026-01-11T10:54:00.000Z,,,,,,2026-01-11 18:56:57.298906
1027,Ethereum,ETH,ethereum,11377,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sophon-ecosystem']",,120694726.60456653,120694726.60456653,True,374477283418.58,,2,,,,2026-01-11T10:54:00.000Z,3102.6814008659076,6490741050.353956,-57.3573,0.06338658,0.24199254,-1.32998157,-4.43339473,-12.21720335,-25.36624334,374477283418.5842,12.0902,374477283418.58,,2026-01-11T10:54:00.000Z,,,,,,2026-01-11 18:56:57.298906
825,Tether USDt,USDT,tether,165828,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,186966394639.43137,190842659097.0071,True,190595209741.86,,3,,,,2026-01-11T10:54:00.000Z,0.9987033855202176,37492856453.09061,-44.0455,0.00280334,-0.0069154,-0.07551021,-0.14278714,-0.14431773,-0.21742151,186723971304.90918,6.0293,190595209741.86,,2026-01-11T10:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-01-11 18:56:57.298906
52,XRP,XRP,xrp,1778,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",100000000000.0,60699967552.0,99985731168.0,False,208978520747.94,,4,,,,2026-01-11T10:54:00.000Z,2.0900834379738136,1116636347.8011882,-59.2468,-0.0239881,-0.53499891,0.12139203,2.52859244,-13.86947966,-19.64312776,126867996865.9831,4.0966,209008343797.38,,2026-01-11T10:54:00.000Z,,,,,,2026-01-11 18:56:57.298906
1839,BNB,BNB,bnb,3066,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",137733953.63,137733953.63,137733953.63,False,125602255762.92,,5,,,,2026-01-11T10:54:00.000Z,911.9193376263095,1831536650.485488,-2.5127,0.0353356,1.30036079,2.8680839,2.92692488,-6.19970042,-30.63895236,125602255762.92242,4.0557,125602255762.92,,2026-01-11T10:54:00.000Z,,,,,,2026-01-11 18:56:57.298906
5426,Solana,SOL,solana,1070,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,564580246.3314506,618092411.9657147,True,84323330030.56,,6,525236893.3,71655504970.7052,,2026-01-11T10:54:00.000Z,136.42511766548293,1548543306.0876975,-59.0592,0.09222414,-0.27635076,1.29242179,-1.44206337,-14.76534563,-30.15332556,77022926537.37549,2.4871,84323330030.56,,2026-01-11T10:54:00.000Z,,,,,,2026-01-11 18:56:57.298906
3408,USDC,USDC,usd-coin,36236,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",,74674680989.88455,74674680989.88455,False,74659853042.34,,7,60901219650.23,60889126661.30324,,2026-01-11T10:54:00.000Z,0.9998014327299811,3523285987.9318686,-56.4446,0.01386646,0.0106649,0.00521017,-0.01226134,-0.02785918,-0.01760158,74659853042.34087,2.4108,74659853042.34,,2026-01-11T10:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2026-01-11 18:56:57.298906
1958,TRON,TRX,tron,1276,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94703367231.25267,94703361582.93117,True,28284529619.12,,8,94667886298.43,28273934411.958504,,2026-01-11T10:54:00.000Z,0.2986644734290155,541144341.1943219,-11.4535,0.0165093,0.36575554,1.78946099,7.64161726,-0.21544265,-7.17000104,28284531306.07676,0.9133,28284529619.12,,2026-01-11T10:54:00.000Z,,,,,,2026-01-11 18:56:57.298906
74,Dogecoin,DOGE,dogecoin,1368,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,168271163126.5791,168271163126.5791,True,23518051297.65,,9,,,,2026-01-11T10:54:00.000Z,0.13976281414279385,473271705.7955753,-55.9541,-0.00330839,-0.33698906,-8.18973433,-0.9498551,-20.73042473,-33.37842608,23518051297.65182,0.7594,23518051297.65,,2026-01-11T10:54:00.000Z,,,,,,2026-01-11 18:56:57.298906
2010,Cardano,ADA,cardano,1661,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",45000000000.0,35957655322.07941,44994551005.693214,False,17562597353.77,,10,37997904336.0,14831615811.78636,,2026-01-11T10:54:00.000Z,0.39032720543313176,238481416.57521784,-48.3465,-0.18516896,-0.06445098,-3.14527325,-8.57352295,-31.75806239,-45.55086426,14035251115.795033,0.4532,17564724244.49,,2026-01-11T10:54:00.000Z,,,,,,2026-01-11 18:56:57.298906
1831,Bitcoin Cash,BCH,bitcoin-cash,1115,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19979368.75,19979368.75,False,13133228799.85,,11,,,,2026-01-11T10:54:00.000Z,657.3395267979565,474561615.4674177,108.0033,0.92582403,2.82025519,1.0121755,12.65869814,26.24010616,21.13455008,13133228799.84688,0.4241,13804130062.76,,2026-01-11T10:54:00.000Z,,,,,,2026-01-11 18:56:57.298906
1975,Chainlink,LINK,chainlink,2181,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'xdc-ecosystem', 'metisdao-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'kadena-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'paal-ecosystem', 'blast-ecosystem', 'atomicals-ecosystem', 'move-vm', 'eigenlayer-ecosystem', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'x-layer-ecosystem', 'b²-network-ecosystem', 'mode-ecosystem', 'world-chain-mainnet-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'bonk-fun-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'fraxtal-ecosystem', 'monad-ecosystem', 'hashkey-chain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem', 'iso-20022']",1000000000.0,708099970.4525867,1000000000.0,False,13203836604.35,,12,,,,2026-01-11T10:54:00.000Z,13.203836604351215,189174132.8607349,-55.1539,0.03592049,0.06388939,-1.17983137,-6.31655257,-16.99742,-33.01802999,9349636309.401878,0.3019,13203836604.35,,2026-01-11T10:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2026-01-11 18:56:57.298906
328,Monero,XMR,monero,348,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', 'layer-1', '2017-2018-alt-season', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",,18446744.07370955,18446744.07370955,True,9163048512.67,,13,,,,2026-01-11T10:54:00.000Z,496.7298552015377,115181085.52390759,21.1077,1.67447034,8.76510882,14.57047568,21.35134212,28.3937764,58.15207845,9163048512.673569,0.2959,9163048512.67,,2026-01-11T10:54:00.000Z,,,,,,2026-01-11 18:56:57.298906
3957,UNUS SED LEO,LEO,unus-sed-leo,65,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,921693173.9,985239504.0,False,8928650398.61,,14,,,,2026-01-11T10:54:00.000Z,9.06241615602775,603046.72219635,-5.4035,0.04820123,0.32052072,1.23701136,-4.25671341,-1.81193008,-6.17587999,8352767110.051854,0.2697,8928650398.61,,2026-01-11T10:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2026-01-11 18:56:57.298906
32196,Hyperliquid,HYPE,hyperliquid,223,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",961671487.86,339347639.0,961671487.86,False,23499430793.63,,15,333931719.0,8159964623.575912,,2026-01-11T10:54:00.000Z,24.436027365150995,88463329.7068314,-49.5356,0.21142257,-0.73242902,-3.32157548,-17.25738003,-39.43422051,-40.72705761,8292308192.903381,0.2678,23499430793.63,,2026-01-11T10:54:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2026-01-11 18:56:57.298906
